,date,year,month,day,weekday,weekday_name,weeknumber,is_weekend,is_business_day,is_holiday,holiday_name
857,2015-05-08,2015,5,8,5,Friday,19,False,True,False,
858,2015-05-09,2015,5,9,6,Saturday,19,True,False,True,День Победы
859,2015-05-10,2015,5,10,7,Sunday,19,True,False,False,
860,2015-05-11,2015,5,11,1,Monday,20,False,True,False,
861,2015-05-12,2015,5,12,2,Tuesday,20,False,True,False,
862,2015-05-13,2015,5,13,3,Wednesday,20,False,True,False,
863,2015-05-14,2015,5,14,4,Thursday,20,False,True,False,
864,2015-05-15,2015,5,15,5,Friday,20,False,True,False,
865,2015-05-16,2015,5,16,6,Saturday,20,True,False,False,
866,2015-05-17,2015,5,17,7,Sunday,20,True,False,False,
867,2015-05-18,2015,5,18,1,Monday,21,False,True,False,
868,2015-05-19,2015,5,19,2,Tuesday,21,False,True,False,
869,2015-05-20,2015,5,20,3,Wednesday,21,False,True,False,
870,2015-05-21,2015,5,21,4,Thursday,21,False,True,False,
871,2015-05-22,2015,5,22,5,Friday,21,False,True,False,
872,2015-05-23,2015,5,23,6,Saturday,21,True,False,False,
873,2015-05-24,2015,5,24,7,Sunday,21,True,False,False,
874,2015-05-25,2015,5,25,1,Monday,22,False,True,False,
875,2015-05-26,2015,5,26,2,Tuesday,22,False,True,False,
876,2015-05-27,2015,5,27,3,Wednesday,22,False,True,False,
877,2015-05-28,2015,5,28,4,Thursday,22,False,True,False,
878,2015-05-29,2015,5,29,5,Friday,22,False,True,False,
879,2015-05-30,2015,5,30,6,Saturday,22,True,False,False,
880,2015-05-31,2015,5,31,7,Sunday,22,True,False,False,
881,2015-06-01,2015,6,1,1,Monday,23,False,True,False,
882,2015-06-02,2015,6,2,2,Tuesday,23,False,True,False,
883,2015-06-03,2015,6,3,3,Wednesday,23,False,True,False,
884,2015-06-04,2015,6,4,4,Thursday,23,False,True,False,
885,2015-06-05,2015,6,5,5,Friday,23,False,True,False,
886,2015-06-06,2015,6,6,6,Saturday,23,True,False,False,
887,2015-06-07,2015,6,7,7,Sunday,23,True,False,False,
888,2015-06-08,2015,6,8,1,Monday,24,False,True,False,
889,2015-06-09,2015,6,9,2,Tuesday,24,False,True,False,
890,2015-06-10,2015,6,10,3,Wednesday,24,False,True,False,
891,2015-06-11,2015,6,11,4,Thursday,24,False,True,False,
892,2015-06-12,2015,6,12,5,Friday,24,False,False,True,День России
893,2015-06-13,2015,6,13,6,Saturday,24,True,False,False,
894,2015-06-14,2015,6,14,7,Sunday,24,True,False,False,
895,2015-06-15,2015,6,15,1,Monday,25,False,True,False,
896,2015-06-16,2015,6,16,2,Tuesday,25,False,True,False,
897,2015-06-17,2015,6,17,3,Wednesday,25,False,True,False,
898,2015-06-18,2015,6,18,4,Thursday,25,False,True,False,
899,2015-06-19,2015,6,19,5,Friday,25,False,True,False,
900,2015-06-20,2015,6,20,6,Saturday,25,True,False,False,
901,2015-06-21,2015,6,21,7,Sunday,25,True,False,False,
902,2015-06-22,2015,6,22,1,Monday,26,False,True,False,
903,2015-06-23,2015,6,23,2,Tuesday,26,False,True,False,
904,2015-06-24,2015,6,24,3,Wednesday,26,False,True,False,
905,2015-06-25,2015,6,25,4,Thursday,26,False,True,False,
906,2015-06-26,2015,6,26,5,Friday,26,False,True,False,
907,2015-06-27,2015,6,27,6,Saturday,26,True,False,False,
908,2015-06-28,2015,6,28,7,Sunday,26,True,False,False,
909,2015-06-29,2015,6,29,1,Monday,27,False,True,False,
910,2015-06-30,2015,6,30,2,Tuesday,27,False,True,False,
911,2015-07-01,2015,7,1,3,Wednesday,27,False,True,False,
912,2015-07-02,2015,7,2,4,Thursday,27,False,True,False,
913,2015-07-03,2015,7,3,5,Friday,27,False,True,False,
914,2015-07-04,2015,7,4,6,Saturday,27,True,False,False,
915,2015-07-05,2015,7,5,7,Sunday,27,True,False,False,
916,2015-07-06,2015,7,6,1,Monday,28,False,True,False,
917,2015-07-07,2015,7,7,2,Tuesday,28,False,True,False,
918,2015-07-08,2015,7,8,3,Wednesday,28,False,True,False,
919,2015-07-09,2015,7,9,4,Thursday,28,False,True,False,
920,2015-07-10,2015,7,10,5,Friday,28,False,True,False,
921,2015-07-11,2015,7,11,6,Saturday,28,True,False,False,
922,2015-07-12,2015,7,12,7,Sunday,28,True,False,False,
923,2015-07-13,2015,7,13,1,Monday,29,False,True,False,
924,2015-07-14,2015,7,14,2,Tuesday,29,False,True,False,
925,2015-07-15,2015,7,15,3,Wednesday,29,False,True,False,
926,2015-07-16,2015,7,16,4,Thursday,29,False,True,False,
927,2015-07-17,2015,7,17,5,Friday,29,False,True,False,
928,2015-07-18,2015,7,18,6,Saturday,29,True,False,False,
929,2015-07-19,2015,7,19,7,Sunday,29,True,False,False,
930,2015-07-20,2015,7,20,1,Monday,30,False,True,False,
931,2015-07-21,2015,7,21,2,Tuesday,30,False,True,False,
932,2015-07-22,2015,7,22,3,Wednesday,30,False,True,False,
933,2015-07-23,2015,7,23,4,Thursday,30,False,True,False,
934,2015-07-24,2015,7,24,5,Friday,30,False,True,False,
935,2015-07-25,2015,7,25,6,Saturday,30,True,False,False,
936,2015-07-26,2015,7,26,7,Sunday,30,True,False,False,
937,2015-07-27,2015,7,27,1,Monday,31,False,True,False,
938,2015-07-28,2015,7,28,2,Tuesday,31,False,True,False,
939,2015-07-29,2015,7,29,3,Wednesday,31,False,True,False,
940,2015-07-30,2015,7,30,4,Thursday,31,False,True,False,
941,2015-07-31,2015,7,31,5,Friday,31,False,True,False,
942,2015-08-01,2015,8,1,6,Saturday,31,True,False,False,
943,2015-08-02,2015,8,2,7,Sunday,31,True,False,False,
944,2015-08-03,2015,8,3,1,Monday,32,False,True,False,
945,2015-08-04,2015,8,4,2,Tuesday,32,False,True,False,
946,2015-08-05,2015,8,5,3,Wednesday,32,False,True,False,
947,2015-08-06,2015,8,6,4,Thursday,32,False,True,False,
948,2015-08-07,2015,8,7,5,Friday,32,False,True,False,
949,2015-08-08,2015,8,8,6,Saturday,32,True,False,False,
950,2015-08-09,2015,8,9,7,Sunday,32,True,False,False,
951,2015-08-10,2015,8,10,1,Monday,33,False,True,False,
952,2015-08-11,2015,8,11,2,Tuesday,33,False,True,False,
953,2015-08-12,2015,8,12,3,Wednesday,33,False,True,False,
954,2015-08-13,2015,8,13,4,Thursday,33,False,True,False,
955,2015-08-14,2015,8,14,5,Friday,33,False,True,False,
956,2015-08-15,2015,8,15,6,Saturday,33,True,False,False,
957,2015-08-16,2015,8,16,7,Sunday,33,True,False,False,
958,2015-08-17,2015,8,17,1,Monday,34,False,True,False,
959,2015-08-18,2015,8,18,2,Tuesday,34,False,True,False,
960,2015-08-19,2015,8,19,3,Wednesday,34,False,True,False,
961,2015-08-20,2015,8,20,4,Thursday,34,False,True,False,
962,2015-08-21,2015,8,21,5,Friday,34,False,True,False,
963,2015-08-22,2015,8,22,6,Saturday,34,True,False,False,
964,2015-08-23,2015,8,23,7,Sunday,34,True,False,False,
965,2015-08-24,2015,8,24,1,Monday,35,False,True,False,
966,2015-08-25,2015,8,25,2,Tuesday,35,False,True,False,
967,2015-08-26,2015,8,26,3,Wednesday,35,False,True,False,
968,2015-08-27,2015,8,27,4,Thursday,35,False,True,False,
969,2015-08-28,2015,8,28,5,Friday,35,False,True,False,
970,2015-08-29,2015,8,29,6,Saturday,35,True,False,False,
971,2015-08-30,2015,8,30,7,Sunday,35,True,False,False,
972,2015-08-31,2015,8,31,1,Monday,36,False,True,False,
973,2015-09-01,2015,9,1,2,Tuesday,36,False,True,False,
974,2015-09-02,2015,9,2,3,Wednesday,36,False,True,False,
975,2015-09-03,2015,9,3,4,Thursday,36,False,True,False,
976,2015-09-04,2015,9,4,5,Friday,36,False,True,False,
977,2015-09-05,2015,9,5,6,Saturday,36,True,False,False,
978,2015-09-06,2015,9,6,7,Sunday,36,True,False,False,
979,2015-09-07,2015,9,7,1,Monday,37,False,True,False,
980,2015-09-08,2015,9,8,2,Tuesday,37,False,True,False,
981,2015-09-09,2015,9,9,3,Wednesday,37,False,True,False,
982,2015-09-10,2015,9,10,4,Thursday,37,False,True,False,
983,2015-09-11,2015,9,11,5,Friday,37,False,True,False,
984,2015-09-12,2015,9,12,6,Saturday,37,True,False,False,
985,2015-09-13,2015,9,13,7,Sunday,37,True,False,False,
986,2015-09-14,2015,9,14,1,Monday,38,False,True,False,
987,2015-09-15,2015,9,15,2,Tuesday,38,False,True,False,
988,2015-09-16,2015,9,16,3,Wednesday,38,False,True,False,
989,2015-09-17,2015,9,17,4,Thursday,38,False,True,False,
990,2015-09-18,2015,9,18,5,Friday,38,False,True,False,
991,2015-09-19,2015,9,19,6,Saturday,38,True,False,False,
992,2015-09-20,2015,9,20,7,Sunday,38,True,False,False,
993,2015-09-21,2015,9,21,1,Monday,39,False,True,False,
994,2015-09-22,2015,9,22,2,Tuesday,39,False,True,False,
995,2015-09-23,2015,9,23,3,Wednesday,39,False,True,False,
996,2015-09-24,2015,9,24,4,Thursday,39,False,True,False,
997,2015-09-25,2015,9,25,5,Friday,39,False,True,False,
998,2015-09-26,2015,9,26,6,Saturday,39,True,False,False,
999,2015-09-27,2015,9,27,7,Sunday,39,True,False,False,
1000,2015-09-28,2015,9,28,1,Monday,40,False,True,False,
1001,2015-09-29,2015,9,29,2,Tuesday,40,False,True,False,
1002,2015-09-30,2015,9,30,3,Wednesday,40,False,True,False,
1003,2015-10-01,2015,10,1,4,Thursday,40,False,True,False,
1004,2015-10-02,2015,10,2,5,Friday,40,False,True,False,
1005,2015-10-03,2015,10,3,6,Saturday,40,True,False,False,
1006,2015-10-04,2015,10,4,7,Sunday,40,True,False,False,
1007,2015-10-05,2015,10,5,1,Monday,41,False,True,False,
1008,2015-10-06,2015,10,6,2,Tuesday,41,False,True,False,
1009,2015-10-07,2015,10,7,3,Wednesday,41,False,True,False,
1010,2015-10-08,2015,10,8,4,Thursday,41,False,True,False,
1011,2015-10-09,2015,10,9,5,Friday,41,False,True,False,
1012,2015-10-10,2015,10,10,6,Saturday,41,True,False,False,
1013,2015-10-11,2015,10,11,7,Sunday,41,True,False,False,
1014,2015-10-12,2015,10,12,1,Monday,42,False,True,False,
1015,2015-10-13,2015,10,13,2,Tuesday,42,False,True,False,
1016,2015-10-14,2015,10,14,3,Wednesday,42,False,True,False,
1017,2015-10-15,2015,10,15,4,Thursday,42,False,True,False,
1018,2015-10-16,2015,10,16,5,Friday,42,False,True,False,
1019,2015-10-17,2015,10,17,6,Saturday,42,True,False,False,
1020,2015-10-18,2015,10,18,7,Sunday,42,True,False,False,
1021,2015-10-19,2015,10,19,1,Monday,43,False,True,False,
1022,2015-10-20,2015,10,20,2,Tuesday,43,False,True,False,
1023,2015-10-21,2015,10,21,3,Wednesday,43,False,True,False,
1024,2015-10-22,2015,10,22,4,Thursday,43,False,True,False,
1025,2015-10-23,2015,10,23,5,Friday,43,False,True,False,
1026,2015-10-24,2015,10,24,6,Saturday,43,True,False,False,
1027,2015-10-25,2015,10,25,7,Sunday,43,True,False,False,
1028,2015-10-26,2015,10,26,1,Monday,44,False,True,False,
1029,2015-10-27,2015,10,27,2,Tuesday,44,False,True,False,
1030,2015-10-28,2015,10,28,3,Wednesday,44,False,True,False,
1031,2015-10-29,2015,10,29,4,Thursday,44,False,True,False,
1032,2015-10-30,2015,10,30,5,Friday,44,False,True,False,
1033,2015-10-31,2015,10,31,6,Saturday,44,True,False,False,
1034,2015-11-01,2015,11,1,7,Sunday,44,True,False,False,
1035,2015-11-02,2015,11,2,1,Monday,45,False,True,False,
1036,2015-11-03,2015,11,3,2,Tuesday,45,False,True,False,
1037,2015-11-04,2015,11,4,3,Wednesday,45,False,False,True,День народного единства
1038,2015-11-05,2015,11,5,4,Thursday,45,False,True,False,
1039,2015-11-06,2015,11,6,5,Friday,45,False,True,False,
1040,2015-11-07,2015,11,7,6,Saturday,45,True,False,False,
1041,2015-11-08,2015,11,8,7,Sunday,45,True,False,False,
1042,2015-11-09,2015,11,9,1,Monday,46,False,True,False,
1043,2015-11-10,2015,11,10,2,Tuesday,46,False,True,False,
1044,2015-11-11,2015,11,11,3,Wednesday,46,False,True,False,
1045,2015-11-12,2015,11,12,4,Thursday,46,False,True,False,
1046,2015-11-13,2015,11,13,5,Friday,46,False,True,False,
1047,2015-11-14,2015,11,14,6,Saturday,46,True,False,False,
1048,2015-11-15,2015,11,15,7,Sunday,46,True,False,False,
1049,2015-11-16,2015,11,16,1,Monday,47,False,True,False,
1050,2015-11-17,2015,11,17,2,Tuesday,47,False,True,False,
1051,2015-11-18,2015,11,18,3,Wednesday,47,False,True,False,
1052,2015-11-19,2015,11,19,4,Thursday,47,False,True,False,
1053,2015-11-20,2015,11,20,5,Friday,47,False,True,False,
1054,2015-11-21,2015,11,21,6,Saturday,47,True,False,False,
1055,2015-11-22,2015,11,22,7,Sunday,47,True,False,False,
1056,2015-11-23,2015,11,23,1,Monday,48,False,True,False,
1057,2015-11-24,2015,11,24,2,Tuesday,48,False,True,False,
1058,2015-11-25,2015,11,25,3,Wednesday,48,False,True,False,
1059,2015-11-26,2015,11,26,4,Thursday,48,False,True,False,
1060,2015-11-27,2015,11,27,5,Friday,48,False,True,False,
1061,2015-11-28,2015,11,28,6,Saturday,48,True,False,False,
1062,2015-11-29,2015,11,29,7,Sunday,48,True,False,False,
1063,2015-11-30,2015,11,30,1,Monday,49,False,True,False,
1064,2015-12-01,2015,12,1,2,Tuesday,49,False,True,False,
1065,2015-12-02,2015,12,2,3,Wednesday,49,False,True,False,
1066,2015-12-03,2015,12,3,4,Thursday,49,False,True,False,
1067,2015-12-04,2015,12,4,5,Friday,49,False,True,False,
1068,2015-12-05,2015,12,5,6,Saturday,49,True,False,False,
1069,2015-12-06,2015,12,6,7,Sunday,49,True,False,False,
1070,2015-12-07,2015,12,7,1,Monday,50,False,True,False,
1071,2015-12-08,2015,12,8,2,Tuesday,50,False,True,False,
1072,2015-12-09,2015,12,9,3,Wednesday,50,False,True,False,
1073,2015-12-10,2015,12,10,4,Thursday,50,False,True,False,
1074,2015-12-11,2015,12,11,5,Friday,50,False,True,False,
1075,2015-12-12,2015,12,12,6,Saturday,50,True,False,False,
1076,2015-12-13,2015,12,13,7,Sunday,50,True,False,False,
1077,2015-12-14,2015,12,14,1,Monday,51,False,True,False,
1078,2015-12-15,2015,12,15,2,Tuesday,51,False,True,False,
1079,2015-12-16,2015,12,16,3,Wednesday,51,False,True,False,
1080,2015-12-17,2015,12,17,4,Thursday,51,False,True,False,
1081,2015-12-18,2015,12,18,5,Friday,51,False,True,False,
1082,2015-12-19,2015,12,19,6,Saturday,51,True,False,False,
1083,2015-12-20,2015,12,20,7,Sunday,51,True,False,False,
1084,2015-12-21,2015,12,21,1,Monday,52,False,True,False,
1085,2015-12-22,2015,12,22,2,Tuesday,52,False,True,False,
1086,2015-12-23,2015,12,23,3,Wednesday,52,False,True,False,
1087,2015-12-24,2015,12,24,4,Thursday,52,False,True,False,
1088,2015-12-25,2015,12,25,5,Friday,52,False,True,False,
1089,2015-12-26,2015,12,26,6,Saturday,52,True,False,False,
1090,2015-12-27,2015,12,27,7,Sunday,52,True,False,False,
1091,2015-12-28,2015,12,28,1,Monday,53,False,True,False,
1092,2015-12-29,2015,12,29,2,Tuesday,53,False,True,False,
1093,2015-12-30,2015,12,30,3,Wednesday,53,False,True,False,
1094,2015-12-31,2015,12,31,4,Thursday,53,False,True,False,
